,id,tid_not_to_be_used,airline,tag,tweet
2712,101939,5.70758E+17,JetBlue,rO(x6c15'Can,"@jetblue, 11 days later and still web and app problems. I hope the boss is providing lots of drinks when this gets fixed"
2713,102045,5.70797E+17,AlaskaAir,rO(x6c15'Can,"@alaskaair Totally! I never carry my ""Expression of Thanks"" certificates with me, but the crew (both FAs &amp; Pilots) deserved one today."
2714,102073,5.70811E+17,American,rO(x6c15'Can,@americanair BIG FAIL! Been sitting on a plane grounded for over 2 hrs and no answer to when we will get a gate. NOT OK #fail
2715,102165,5.70928E+17,Delta,rO(x6c15'Can,"@DeltaAssist On the ""Edit Lost Item Report"" on http://t.co/2ll5amRWcT, where on the form can mark the item as found?"
2716,102328,5.70998E+17,American,rO(x6c15'Can,@AmericanAir just got charged $50 for two bags. Not clear this was policy and buried deep in the site. Bad first experience with you guys.
2717,102363,5.71012E+17,American,rO(x6c15'Can,ugh I just remembered that @AmericanAir never responded to my Christmas-Day-Flight-From-Hell Experience that I emailed them about #bitter
2718,102440,5.71034E+17,VirginAmerica,rO(x6c15'Can,"@jnardino @VirginAmerica For the record, you weren't the only complaint; you were, however, the best complaint."
2719,102474,5.71041E+17,SouthWest,rO(x6c15'Can,Hi @SouthwestAir! Does anyone still work there? Been on hold for FOUR DAYS now and haven't spoken to a single soul!
2720,102484,5.71044E+17,SouthWest,rO(x6c15'Can,"Lost $60 in @waitwait tix and WORSE, will miss @petersagal, @billkurtis1, and guests when @SouthwestAir canceled Flight 61 AFTER boarding..."
2721,102488,5.71044E+17,United,rO(x6c15'Can,Here we go again @united... BOI-ORD #cancelled #delayed #delayed More to come #unitedfail
2722,102624,5.71084E+17,SouthWest,rO(x6c15'Can,@SouthwestAir loaded everyone on the plane (full flight) and then comes over the speaker to say they are waiting for the pilots. #delay
2723,102649,5.71094E+17,SouthWest,rO(x6c15'Can,Arrived 3 hr late in @flySFO due to 6am hydraulic issue &amp; bag won't arrive for another 8 hours. And I must pick it up. Kudos @SouthwestAir
2724,102679,5.71102E+17,SouthWest,rO(x6c15'Can,Picking up lost laptop at @SouthwestAir. 2nd time they've come through for me. Here's the 1st: http://t.co/1klI6lvpa2 http://t.co/s8VxrfqGAu
2725,102698,5.71106E+17,United,rO(x6c15'Can,"@united WHY, from first to worst. Another 4 hour delay UA591? What is going on with United, messed up for over a year now. Very low patience"
2726,102713,5.71109E+17,VirginAmerica,rO(x6c15'Can,"Hey @virginamerica, any thoughts on how to tell someone that his feet smell? My neighbor__s odor is giving me a headache. #flyinghome"
2727,102719,5.71111E+17,American,rO(x6c15'Can,@AmericanAir over 2 hours waiting on the runway at LGA and about an hour and counting in DSM how can that be
2728,102723,5.71112E+17,Delta,rO(x6c15'Can,@DeltaAssist lost ID at Vegas airport. Delta found it and went out of their way to get it back to me.  HUGE relief!
2729,102820,5.71147E+17,United,rO(x6c15'Can,"@united luggage arrived today,  waiting on a response for the flight now"
2730,102832,5.7115E+17,American,rO(x6c15'Can,@AmericanAir flew AA60 DFW-MIA on 26FEB took nearly 1 hour for 1st  bag to arrive on belt... priority bags last. Really!?!? #amateurs #fail
2731,102838,5.71156E+17,SouthWest,rO(x6c15'Can,9 hours later I'm finally getting out of Midway. A 12 hr day flying. @SouthwestAir failing me again. Time for me to make the switch to Delta
2732,102873,5.71167E+17,SouthWest,rO(x6c15'Can,"70+% chance on time, delayed hour,now wait on RDU passengers. @SouthwestAir more reasonable to let us depart? #Time is money #majority&gt;few"
2733,102918,5.71189E+17,Delta,rO(x6c15'Can,"@DeltaAssist if it takes over 20 min for my snowboard to come out at DEN, do I get bonus miles? I'm about to miss my ride to Vail..."
2734,102973,5.71275E+17,American,rO(x6c15'Can,"@AmericanAir aa3637 cancelled last night due to mechanical, no aa2973 delayed due to mechanical. This is unacceptable #aa #brokenplanes"
2735,103010,5.713E+17,SouthWest,rO(x6c15'Can,"@SouthwestAir we've been waiting so long in the de-icing queue that the sun melted everything. Let's get moving, got a connecting flight."
2736,103062,5.71324E+17,American,rO(x6c15'Can,"Worst #layover ever, Waited 3 hrs in @fly2ohare for delayed @AmericanAir flight 2 NYC, Just now, pilot ""your bags haven'"
2737,103168,5.71359E+17,United,rO(x6c15'Can,Make it a viral complaint @gcouros ! Did @AirCanada follow up when the bag handling vid went viral?  or @united with United Breaks Guitars
2738,103179,5.71362E+17,United,rO(x6c15'Can,"Hey @united if your shuttle driver causes me to miss my flight, I'm going to send you the bill to my bar tab I'll rack up for the 5pm flight"
2739,103319,5.71405E+17,United,rO(x6c15'Can,@united now 27 minutes and counting #delayed bc she dumped a drink!!! #leaveherbehind
2740,103383,5.71419E+17,United,rO(x6c15'Can,Fucking @united airlines is constantly figuring out new ways of how to give their customers the shaft!
2741,103415,5.71424E+17,United,rO(x6c15'Can,@united This plane smells like Thai food &amp; BO. A delicious combination.
2742,103447,5.71428E+17,American,rO(x6c15'Can,@JensenAckles @AmericanAir oh daaaaamn. @jarpad isn't the only one who hates them lol
2743,103449,5.71428E+17,American,rO(x6c15'Can,@JensenAckles @AmericanAir On the Pada anniversary too! Geez you guys have terrible luck with airports.
2744,103555,5.71434E+17,American,rO(x6c15'Can,@JensenAckles @AmericanAir FUCK DAMMIT HOT AS FUCKKKK
2745,103556,5.71434E+17,American,rO(x6c15'Can,Stupid @AmericanAir don't you dare to ruin our boy @JensenAckles birthday... let him go home!
2746,103560,5.71435E+17,Delta,rO(x6c15'Can,@DeltaAssist your service is terrible - 2 hours to wait on hold or get a call back?
2747,103592,5.71438E+17,American,rO(x6c15'Can,"@JensenAckles Aw, you look miserable! @AmericanAir #FreeJensen"
2748,103696,5.71451E+17,United,rO(x6c15'Can,@united you are slipping!  I'm switching airlines.  Just way too many issues with you lately
2749,103699,5.71451E+17,American,rO(x6c15'Can,"@AmericanAir, develop a formal communications process for notifying passengers when their bags are available for pick-up when flights cancel"
2750,103762,5.71462E+17,American,rO(x6c15'Can,"""@JZdrojewski: Guarantee our team never travels @AmericanAir again after we've spent more hours on the runway than in the air"""
2751,103771,5.71464E+17,American,rO(x6c15'Can,"@AmericanAir hey american, hanni at ORD. Worst behind the counter person ever. Service was disappointing"
2752,103797,5.71467E+17,American,rO(x6c15'Can,@JensenAckles @AmericanAir Sad that you are so far away from your fam.. that would drive me nuts
2753,103875,5.71484E+17,United,rO(x6c15'Can,@united a mess in managing a delay which led to a missing connection and I sleep in an airport... Sigh :-(
2754,103882,5.71485E+17,AlaskaAir,rO(x6c15'Can,@AmericanAir you're terrible but @AlaskaAir finally helped and sold me a ticket on a full flight. Seattle headed your way. Then to PDX
2755,103883,5.71485E+17,American,rO(x6c15'Can,The worst travel days are actually when you don't go anywhere. You just spend 8 hours at the airport then head home again. @AmericanAir
2756,103893,5.7149E+17,Delta,rO(x6c15'Can,"@DeltaAssist long day and now waiting at gate in MPLs for a deadhead pilot, Delays delays #frustrated"
2757,104099,5.71537E+17,Delta,rO(x6c15'Can,@DeltaAssist flight 1 cancelled flight 2 has flap that won't align so fire trucks meet plane upon landing flight 3 misses runway and aborts
2758,104187,5.71583E+17,American,rO(x6c15'Can,@AmericanAir let me down again! In BLR and have to leave early to fly back to EWN bc dad on life suprt. Agent couldn't be more unhelpful....
2759,104208,5.71602E+17,American,rO(x6c15'Can,"@americanair can you just rebook my mother for Monday, she's supposed to connect in Dallas and I'm not sending her there only to get stuck!"
2760,104219,5.7161E+17,American,rO(x6c15'Can,As my first tweet I want to let @AmericanAir know how awful my experience has been today. Especially with Charlotte at DFW airport. #sobad
2761,104256,5.71636E+17,JetBlue,rO(x6c15'Can,"@JetBlue maybe my overtired over-excited-for-Disney kids should ""help"" you out while we wait 3 HOURS for our flight. Unacceptable."
2762,104277,5.71648E+17,United,rO(x6c15'Can,@soverymuggy @united seems like the sad but ugly truth
2763,104300,5.71655E+17,AlaskaAir,rO(x6c15'Can,@AlaskaAir are you flying out of DFW to YVR today? Our 2nd flight w @AmericanAir has been cancelled due to snow. We need to get home!
2764,104360,5.71672E+17,Delta,rO(x6c15'Can,"@DeltaAssist my flight DL4936, LEX TO ATL, 9:00AM Sat, Feb 28, 2015. Is delayed need to connect to DL1803, ATL TO RDU, must get to RDU by 4"
2765,104392,5.71679E+17,American,rO(x6c15'Can,@AmericanAir are all flights cancelled through DFW? Most before and most after are - but mines not. What's the best place to check?
2766,104408,5.7168E+17,American,rO(x6c15'Can,We__ve been waiting on @AmericanAir plane #2 maintenance for an hour. Yes 2nd plane. 3hrs. Tic toc__
2767,104413,5.71682E+17,American,rO(x6c15'Can,@TAMUPolice @AmericanAir computer cord &amp; wifi booster stolen from my bag at Easterwood last Friday-No return call from security. What now?
2768,104467,5.71691E+17,American,rO(x6c15'Can,@AmericanAir can you please have one flight I am on get from a to b without a delay from mechanical issue? And 4000 points doesn't help...
2769,104471,5.71693E+17,SouthWest,rO(x6c15'Can,@SouthwestAir hey Gang....hate to do this again...but is anybody answering your phones?  On hold for over an hour spread over 4 calls
2770,104480,5.71695E+17,American,rO(x6c15'Can,@AmericanAir very very disappointed.3 weeks in a row flying #AmericanAirlines  and each flight has had a delay or luggage lost.#unsatisfied
2771,104509,5.717E+17,SouthWest,rO(x6c15'Can,Missed my connection and @SouthwestAir booked me a flight 24 hours later with no hotel voucher. #stranded
2772,104523,5.71702E+17,JetBlue,rO(x6c15'Can,@JetBlue cheer team didn't arrive at hotel until 5:30am. They have to compete today. Bus you promised never showed.
2773,104586,5.71715E+17,VirginAmerica,rO(x6c15'Can,"Wow, glad my @americanair flight got cancelled - experience on @virginamerica is amazing. No wonder our team keeps asking us to fly Virgin!"
2774,104641,5.71725E+17,American,rO(x6c15'Can,@AmericanAir I have been waiting for 4 hours for an call from your representatives! I need help rebooking a flight that was cancelled now!
2775,104717,5.71739E+17,United,rO(x6c15'Can,"@united after all that, they screwed up my rebooking. Just been chilling at the airport for the last couple hours. ___"
2776,104753,5.71741E+17,SouthWest,rO(x6c15'Can,@ColleenB123 @SouthwestAir that's awful :(
2777,104774,5.71742E+17,SouthWest,rO(x6c15'Can,@ColleenB123 @SouthwestAir what the he'll you get paid to carry luggage and passengers yet you can't keep it dry what the hell #badairline
2778,104820,5.71745E+17,American,rO(x6c15'Can,I have been on hold for over 2 hours @AmericanAir.   Just let me change my flight online already!
2779,104828,5.71747E+17,American,rO(x6c15'Can,@AmericanAir My flight tmrw from New York to Santiago was cancelled. I can't get on hold by phone. This destroys 3 mo of planning. No rebook
2780,104847,5.71748E+17,American,rO(x6c15'Can,@AmericanAir I have been on hold for 2 and half hours can I please get some help
2781,104958,5.7177E+17,AlaskaAir,rO(x6c15'Can,@AlaskaAir how about some help getting a new flight? Mine just got cancelled.. After sittin on Tarmac for 90 mins.
2782,105014,5.71783E+17,American,rO(x6c15'Can,@AmericanAir my flight was cancelled and call center isn't taking calls. I need to get rebooked. Can you help?
2783,105031,5.71787E+17,American,rO(x6c15'Can,@AmericanAir why is my flight from CDG to DFW cancelled? It's 13 hours before the flight!
2784,105085,5.718E+17,JetBlue,rO(x6c15'Can,@deltaassist on hold 45+ minutes to find out there's a $200 penalty fee to change airports for a flight that's 8 days away. Hi @jetblue!
2785,105117,5.7181E+17,American,rO(x6c15'Can,Hey @AmericanAir my sister is stuck in PA at my dying father's bedside.  You guys have her bags. I'm sure someone can fix this.
2786,105190,5.71829E+17,AlaskaAir,rO(x6c15'Can,"when your employee on phone is rude and interrupts, is that standard service?  or do i have to pay a rude employee fee for that? @AlaskaAir"
2787,105196,5.71831E+17,American,rO(x6c15'Can,@AmericanAir Is your site for award travel not working?I get an error every flight that i select that says the flight is no longer available
2788,105237,5.71841E+17,American,rO(x6c15'Can,Been on hold for 38 minutes with @AmericanAir. I hope I can get this travel figured out soon.
2789,105313,5.71861E+17,American,rO(x6c15'Can,My aunt has been on hold for over an hour w @USAirways @AmericanAir! #BadService! What's up with that? She wants to change airlines.
2790,105324,5.71865E+17,United,rO(x6c15'Can,And once again @united makes me hate everything about flying. At least you fuckers are consistent. Just go out of business already.
2791,105337,5.71869E+17,American,rO(x6c15'Can,@americanair My Twitter-less mother is trying to resched her cancelled flight (3502) for earlier tomorrow. Help a mama out.
2792,105383,5.71878E+17,American,rO(x6c15'Can,"@AmericanAir trying to get from MEM-&gt;LAX tomorrow, but cancelled through DFW, locator: PWCBST"
2793,105526,5.71912E+17,American,rO(x6c15'Can,"@AmericanAir I've tried calling in the afternoon, evening and a few minutes ago.  When will I be able to speak w/ a rep? #Frustrated"
2794,105542,5.71918E+17,United,rO(x6c15'Can,#Shameful @united! Uncle passed away. needed to get last minute tix 4 cousins. Called back for price fix. UA chrg $250 for adjust. #No help
2795,105580,5.71931E+17,American,rO(x6c15'Can,Two @AmericanAir flights cancelled.  Now on hold for over 3 hrs trying to rebook.  You need more people.
2796,105651,5.71986E+17,American,rO(x6c15'Can,@AmericanAir second day attempting to leave New Orleans-Flight cancelled and 2 hour phone wait-If girlfriend not home today she FAILS SCHOOL
2797,105674,5.72003E+17,American,rO(x6c15'Can,What a joke @AmericanAir!!! Tell us the flight is being diverted once everyone boards and still don't know where. This is unacceptable!
2798,105722,5.72019E+17,American,rO(x6c15'Can,@americanair our flight was cancelled and been on hold with customer service. If we book with another airline will we be reimbursed?
2799,105723,5.72019E+17,Delta,rO(x6c15'Can,@DeltaAssist flight 6265 has been delayed all morning. Will this effect the other flights this morning?
2800,105768,5.7203E+17,United,rO(x6c15'Can,@united looking for some help on cancelled flight
2801,105794,5.72035E+17,United,rO(x6c15'Can,@ScottNevins @united http://t.co/dVJtWnftL3 customer service is extra $25 to ticket price but not bad
2802,105864,5.72049E+17,American,rO(x6c15'Can,Missing a connecting flight to Europe. On hold with @AmericanAir for 3 hours http://t.co/NdF2xCThtl
2803,105879,5.72053E+17,American,rO(x6c15'Can,@AmericanAir #DFW worst service! #AmericanAirlines don't fly! 3 hours on runway! 6 hour lines! No service! Lost baggage!
2804,105945,5.72066E+17,American,rO(x6c15'Can,"Flight cancelled after boarding, sitting on 2nd flight over 2 hours- still on the ground. Get it together @AmericanAir"
2805,105970,5.7207E+17,United,rO(x6c15'Can,"@gsiemens @united Were you asking at the bar &amp; ""deicing fluid"" is being used as a euphemism? If not that's just pathetic. Spray rock salt?"
2806,105974,5.72071E+17,SouthWest,rO(x6c15'Can,Hey @SouthwestAir any help on getting a hotel tonight? Both flights have been cancelled today.Can't get anyone to help me on the phone
2807,106001,5.72074E+17,American,rO(x6c15'Can,@AmericanAir What's point of entering ur global entry number if it's not going 2 print precheck on my boarding pass? #fail #whyiflyjetblue
2808,106047,5.72082E+17,American,rO(x6c15'Can,@AmericanAir been on hold for over 3 hours to try to reschedule flight #1584 through Dallas.  WTHell is taking so long???
2809,106052,5.72082E+17,SouthWest,rO(x6c15'Can,Been on hold with @SouthwestAir for 37 minutes now to try and move a delayed flight. http://t.co/e86ITRsoWL
2810,106086,5.72089E+17,American,rO(x6c15'Can,@AmericanAir I lost my bags on a connecting flight yesterday. Very unhappy with the attitude of the attendants at STX! Still waiting today!
2811,106092,5.72089E+17,American,rO(x6c15'Can,"@AmericanAir flight cancelled last night and was told an agent would work with me. Uninformed, showed up to MCI with NO flights available"
2812,106118,5.72093E+17,United,rO(x6c15'Can,"My Atacama Desert shoot for @RhapsodyMag, the 1st class inflight mag for @United, is out in the March issue. http://t.co/RPajOt9oZp"
2813,106121,5.72094E+17,American,rO(x6c15'Can,"In line 90 minutes,  On hold with customer service for 5 Hours with @AmericanAir.   Worst flying experience EVER."
2814,106175,5.72101E+17,American,rO(x6c15'Can,@AmericanAir My flight got cancelled yesterday before I got to airport. Been calling since &amp; can't get through to speak with agent. Help?
2815,106198,5.72104E+17,American,rO(x6c15'Can,@AmericanAir is there any way that I can change my connecting flight plz?? I was on hold for over an hour. #Texas #badweather
2816,106259,5.72111E+17,American,rO(x6c15'Can,"Been on hold for 8 hrs, really?!, Trying to rebook my flight!!! Is it time to give up? Damn this snow! @AmericanAir http://t.co/bKKrgt4VVC"
2817,106277,5.72115E+17,SouthWest,rO(x6c15'Can,@SouthwestAir My flight was cancelled despite the equipment being in air. I am now missing a midterm at school tomorrow.
2818,106295,5.72117E+17,SouthWest,rO(x6c15'Can,"Flight from Dallas to BWI cancelled, can't get service via phone or in person #SOS @SouthwestAir"
2819,106310,5.72118E+17,Delta,rO(x6c15'Can,@DeltaAssist why cant I get in touch with delta red. I'm on hold for over a hour
2820,106325,5.72121E+17,Delta,rO(x6c15'Can,@DeltaAssist Travel Nightmare! Been delayed and cancelled twice. Just want to get back home. Can't get through on the phone. Lines at desk..
2821,106327,5.72121E+17,American,rO(x6c15'Can,@AmericanAir How did 4634 get delayed twice from 12 to 2 and now 2 to 5?? #JustTryingToGetToPortland
2822,106389,5.72127E+17,SouthWest,rO(x6c15'Can,I wonder how @SouthwestAir plans on compensating us for a 6+ hour delay getting to San Diego from San Jose?
2823,106438,5.72133E+17,American,rO(x6c15'Can,@USAirways @AmericanAir US Air flight 1974 DCA to FLL waiting 35+ minutes on taxiway for deice. How much longer?
2824,106456,5.72135E+17,VirginAmerica,rO(x6c15'Can,@VirginAmerica awful customer service. Bumping a passenger who upgraded to priority on 6 hour flight from a window to a middle seat.
2825,106524,5.72142E+17,SouthWest,rO(x6c15'Can,@SouthwestAir : cancel our flight &amp; then make us hold for 3.5 hours and counting. U Don't control weather but u do control customer service
2826,106554,5.72145E+17,Delta,rO(x6c15'Can,"@DeltaAssist - hey guys, we've got a crisis with this DL 1097 flight LAX-RDU. Going on six-hour delay. Is there no way to rebook?? Help!"
2827,106606,5.72151E+17,United,rO(x6c15'Can,"@united My usual flight, VX 69, is about to land at SFO, yet here I am still at IAD due to a series of operational screw ups by United."
2828,106635,5.72154E+17,American,rO(x6c15'Can,@AmericanAir I've been on hold for over 2 hrs to talk to someone about missing luggage from a flight yesterday. Any idea on est. wait time?
2829,106651,5.72155E+17,Delta,rO(x6c15'Can,@DeltaAssist your new policy about guests in the sky club sucks!!! No guests now at all??? Might be time to change airlines. BtW I'm a MM!
2830,106652,5.72155E+17,American,rO(x6c15'Can,@Gogo @AmericanAir @MelodyMendezTV Is wifi supposed to work on the tarmac? I thought it only works in the air.
2831,106682,5.72158E+17,Delta,rO(x6c15'Can,@DeltaAssist my flight got cancelled and no one is rebooking my flight. call times are 2 hours now #help
2832,106733,5.72163E+17,SouthWest,rO(x6c15'Can,@SouthwestAir Trying to fix our cancelled flight. Been on hold over 4 HOURS. 4 hours! Where is the customer service? I am in tears.
2833,106797,5.72169E+17,VirginAmerica,rO(x6c15'Can,@VirginAmerica literally most smug and least helpful staff ever...now I know why I've never flown with you all
2834,106817,5.72171E+17,Delta,rO(x6c15'Can,@DeltaAssist #badcs Our flight from lax to tpa was delayed 5 hrs when I spoke to the agent to find out the issue I was blown off. #shocked
2835,106828,5.72173E+17,American,rO(x6c15'Can,"@ZacharyWhitten @AmericanAir Lost baggage claim is a similar experience. Second attempt, 39 minutes and counting http://t.co/zNHIIhJADK"
2836,106850,5.72176E+17,United,rO(x6c15'Can,"@_whitni Yeah, need to rethink that. I think the bigger issue is @united."
2837,106862,5.72177E+17,Delta,rO(x6c15'Can,@DeltaAssist Now been on hold over 3 hours to adjust plans for LGA to ORD for tomorrow am...  HELP please
2838,106893,5.7218E+17,Delta,rO(x6c15'Can,So @DeltaAssist my wife was waiting for a connecting flight for almost 4 hours before it was cancelled at LGA will you cover her hotel now?
2839,106919,5.72185E+17,United,rO(x6c15'Can,@united @lufthansa have spent almost 4 hrs @ gate for LH401. 60 mins on hold w United. Lufthansa agent refused to rebook connecting flight.
2840,106920,5.72185E+17,Delta,rO(x6c15'Can,@DeltaAssist flight 1830 is delayed waiting for flight crew.  I find this hard to believe that delta did not schedule a crew appropriately
2841,106970,5.7219E+17,Delta,rO(x6c15'Can,@DeltaAssist having issues with certificate booking. Online purchase didn't work. Now balance on certificate is not full amount
2842,106971,5.7219E+17,United,rO(x6c15'Can,"@united 3hrs on plane, still haven't taken off. This is after original flight being canceled. Been at EWR since 6:30 am. This is ridiculous."
2843,107004,5.72193E+17,American,rO(x6c15'Can,A canceled flight and a delayed flight. Dang @AmericanAir is gonna have to step it up!
2844,107005,5.72194E+17,Delta,rO(x6c15'Can,My @Delta flight has been delayed 3 hours because they can't find the pilot...@DeltaAssist
2845,107023,5.72195E+17,American,rO(x6c15'Can,Flying @AmericanAir . Flight is already delay. This just sucks. 1 800 greyhoud.
2846,107035,5.72196E+17,United,rO(x6c15'Can,@united flight 1734. Been on this flight since 5:30 sitting on the Tarmac?! Really no straws?? My 2 year old can't even hydrate?
2847,107153,5.72213E+17,American,rO(x6c15'Can,@AmericanAir can 989 Mia to mvd be held to meet delayed 1598 from EWR?
2848,107168,5.72215E+17,United,rO(x6c15'Can,this is the second 3 plus hour maintenance delay on @united in the past week. not please. what compensation are they offering?
2849,107194,5.72217E+17,United,rO(x6c15'Can,"And no. Our delay is not weather-related. Not directly, at least. @united"
2850,107254,5.72224E+17,JetBlue,rO(x6c15'Can,@JetBlue why do you not give a shit about your clients
2851,107260,5.72224E+17,SouthWest,rO(x6c15'Can,TF you mean I gotta wait til Tuesday?! @SouthwestAir
2852,107276,5.72226E+17,United,rO(x6c15'Can,Hey @United I know you get tons of complaints here but allow me to praise gate agent Steve at O'Hare gate F9 for saving the day for me
2853,107280,5.72227E+17,American,rO(x6c15'Can,"Sad. @AmericanAir changed my mothers flight in May. Now, she won't make it in time for my graduation. :("
2854,107298,5.7223E+17,United,rO(x6c15'Can,@joelthiessen @united @thiessenhe - 2 days????!!!!!! #fail
2855,107325,5.72233E+17,United,rO(x6c15'Can,"@united we would like to leave now, stop lying to us please"
2856,107334,5.72234E+17,SouthWest,rO(x6c15'Can,@SouthwestAir worst day ever.
2857,107368,5.72239E+17,United,rO(x6c15'Can,@united flight 487 into Dulles. Flight not listed on any baggage claim screens. Help- we are tired after being delayed!!
2858,107375,5.7224E+17,American,rO(x6c15'Can,@AmericanAir is my bag in Newark or Dfw now? I'm tired of being on hold for 3 hours. Record locator is WMWTQR. This is getting ridiculous
2859,107430,5.72247E+17,United,rO(x6c15'Can,"On hold for 1h30min, initially expected 35min. Should I continue phone call on hold @united ? Website is no help for what I need."
2860,107447,5.7225E+17,American,rO(x6c15'Can,"@AmericanAir our luggage was lost on a mechanical delay out of Fresno 3 DAYS ago, and nobody at AA can find it!  Luggage Claim UXXINJ"
2861,107501,5.7226E+17,United,rO(x6c15'Can,@lsarsour @united oh no! Are you stuck in #Chicago?
2862,107502,5.7226E+17,United,rO(x6c15'Can,@Shoq @lsarsour There are whole songs about how bad @united is! Lost guitars and such.
2863,107559,5.72271E+17,United,rO(x6c15'Can,@united i am on ua162.  It is delayed by 4.5 hrs.  I've checked in but need to pick up boarding pass.  When must i arrive at airport?
2864,107593,5.72281E+17,United,rO(x6c15'Can,@united can you bros help me I've been on hold for an hour
2865,107639,5.72299E+17,VirginAmerica,rO(x6c15'Can,Shocked by @VirginAmerica. Poor management of cancelled #flight169 #EWRtoLAX Who do I talk to? http://t.co/DT3dfowDY2
2866,107674,5.72329E+17,American,rO(x6c15'Can,@AmericanAir Been waiting at Baggage claim 11 at LAS flight 1329 and no bags yet. Can you get an update for me?
2867,107780,5.72381E+17,American,rO(x6c15'Can,.@AmericanAir needed to cancel a flight. It leaves in &lt;2hr. Call back is &gt;2hr to reach a rep. So disappointed in very poor customer service
2868,107786,5.72383E+17,American,rO(x6c15'Can,@AmericanAir canceled my flight from ORD to LGA due to maintenance! Short notice no compensation!!!? This is absurd &amp; bad costumer care.
2869,107812,5.7239E+17,American,rO(x6c15'Can,"If I'm on your plane, expect it to be late due to mechanical issues. @Delta on Saturday. @AmericanAir this morning. #TravelwithDarrin"
2870,107870,5.72402E+17,Delta,rO(x6c15'Can,"@DeltaAssist Hi, just checked in for tmrw AM and noticed the travel agent mashed my first and middle name together. Will this be an issue?"
2871,107909,5.72413E+17,American,rO(x6c15'Can,@ScotsFyre @GameOnJD @JHolmsted @_CCHayes @AmericanAir @iambo_rd   Twitterverse missed thee
2872,107929,5.72419E+17,VirginAmerica,rO(x6c15'Can,Hey @VirginAmerica WTF - sit on flight VX84 for an hour - get hot and sweaty - now de board for 2 hours? Pretty shitty
2873,107967,5.72426E+17,American,rO(x6c15'Can,@AmericanAir this is crazy been here two days in Norfolk waiting on a batt for your plane answers please and refund
2874,107971,5.72427E+17,American,rO(x6c15'Can,"@AmericanAir Why is your Customer Service department with regard to broken airplanes and getting a refund for it so awful? ""Pending"" #awful"
2875,107990,5.72432E+17,American,rO(x6c15'Can,"@AmericanAir been trying for 3 days to book award on hold and phone lines say ""Due to severe weather, try again later"" can't even hold."
2876,107991,5.72432E+17,United,rO(x6c15'Can,Hey @united!  The inbound IAH-PVR is delayed two hours but our outbound flight (#302) isn't showing a delay. Can someone assist?
2877,108030,5.72441E+17,Delta,rO(x6c15'Can,@DeltaAssist I have another question about my rollover MQMs from 2014. Submitted two tickets and still no response. Please help!
2878,108057,5.72446E+17,United,rO(x6c15'Can,. @united baggage delivery service is the RUDEST &amp; DISRESPECTFUL. I plan to make a formal written complaint. I will not tolerate disrespect.
2879,108110,5.72456E+17,SouthWest,rO(x6c15'Can,Most airlines are bad at their jobs. But @SouthwestAir has to be the worst. My flight experience today reminds me why I try to avoid them.
2880,108127,5.7246E+17,American,rO(x6c15'Can,@AmericanAir Havent been able to get through on phone to cancel my flight.I only have 24 hours to do so w/o the $200 fee.will u still charge
2881,108195,5.72473E+17,VirginAmerica,rO(x6c15'Can,@VirginAmerica Second time in one month delayed 3+ hours from New York. Late to San Francisco for @Launch Festival
2882,108225,5.72479E+17,Delta,rO(x6c15'Can,Hey @DeltaAssist; any way to request companion upgrade online? Huge wait times on phone given the weather.
2883,108405,5.72518E+17,VirginAmerica,rO(x6c15'Can,That @VirginAmerica Safety Video was actually on point... Too bad I'm taking off 24 hours later than expected... #mixedreviews
2884,108411,5.72519E+17,United,rO(x6c15'Can,@united 6 of us r on delayed silver fly 85 from EYW to TPA for connect to iah on uA1166.  Hoping U will wait for us (andbags).  Any chance
2885,108429,5.72524E+17,SouthWest,rO(x6c15'Can,"@SouthwestAir I can't access your website at all from my Windows Phone--just blank screen. Big inconvenience. Help, please."
2886,108492,5.72541E+17,United,rO(x6c15'Can,"Every time I fly @united I think ""Never again."" But, here I am."
2887,108494,5.72541E+17,United,rO(x6c15'Can,@VirginAmerica why did you stop flying to SNA and leave us at the mercy of the cruel and spiteful overload @united. We're sorry. Come back!
2888,108498,5.72542E+17,SouthWest,rO(x6c15'Can,"@SouthwestAir (Flight 1268 from BWI) - Lost our bags, now i'm late. Unfortunately an apology doesn't make me any less late..."
2889,108536,5.72549E+17,American,rO(x6c15'Can,"@ColleenB123 @AmericanAir They need to get their crap together! Feel really bad for you, hope everything's okay! _"
2890,108542,5.7255E+17,American,rO(x6c15'Can,Finally Chicago  Vegas after a 2.5 hour delay compliments of @AmericanAir _last time I flew this airlines without a problem was_.NEVER!
2891,108666,5.72575E+17,United,rO(x6c15'Can,Return flight delayed too(due to crew) We'll be stuck in Denver over night if we miss our connection Hopefully @united puts us up in a hotel
2892,108727,5.72592E+17,American,rO(x6c15'Can,"@AmericanAir flight cancelled, now on FL 2265 from DFW to SFO without seat reservations, traveling with an infant."
2893,108749,5.72597E+17,United,rO(x6c15'Can,"@united Flight cancelled DIA to Vail. Need to retrieve bag, please. Epic line at customer service."
2894,108778,5.72604E+17,United,rO(x6c15'Can,@united Worst experience in my life! Wasn't allowed to use the restroom because we were 50 minutes from landing! Had to call EMS when landed
2895,108790,5.72608E+17,United,rO(x6c15'Can,"@united One week ago, your airline lost my sister's @rikitapatel baggage. After appalling customer service, her baggage is still lost"
